recording_file,word,phoneme,phoneme_index,start_time,end_time,duration,duration_ratio,gop_score,gop_gap,max_posterior_phoneme,energy_mean,error_type,label_confidence,label_source
00a91b1d135d4f6fb148a7b1afecc716.wav,exercise,ɚ,3,7.3145,7.387,0.0725,0.906,-6.4367,3.9644,<pad>,0.028961,substitution,0.896,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,exercise,s,4,7.387,7.4595,0.0725,0.725,-5.5558,2.5105,<pad>,0.130954,distortion,0.551,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,exercise,a,5,7.4595,7.532,0.0725,0.906,-12.3406,12.3403,<pad>,0.154556,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,exercise,ɪ,6,7.532,7.6045,0.0725,0.906,-14.263,11.1214,<pad>,0.105834,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,exercise,z,7,7.6045,7.677,0.0725,0.906,-16.5708,16.5708,<pad>,0.034304,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,every,ɛ,0,7.877,7.942,0.065,0.813,-13.718,13.7179,<pad>,0.051398,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,every,v,1,7.942,8.007,0.065,0.929,-3.6227,0.8126,<pad>,0.025577,correct,0.747,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,every,ɹ,2,8.007,8.072,0.065,0.813,-3.0678,0.5803,<pad>,0.17791,correct,0.805,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,every,i,3,8.072,8.137,0.065,0.813,-8.4204,6.0315,<pad>,0.156074,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,day,d,0,8.197,8.2573,0.0603,1.207,-6.3962,3.5911,<pad>,0.155842,substitution,0.859,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,day,e,1,8.2573,8.3177,0.0603,0.754,-11.1676,8.6088,<pad>,0.138104,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,day,ɪ,2,8.3177,8.378,0.0603,0.754,-15.3085,15.3085,<pad>,0.061045,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,and,æ,0,8.658,8.6847,0.0267,0.296,-13.9881,13.9879,<pad>,0.096532,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,and,n,1,8.6847,8.7113,0.0267,0.444,-5.0576,5.0508,<pad>,0.069979,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,and,d,2,8.7113,8.738,0.0267,0.533,-9.69,9.5793,<pad>,0.072306,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,eat,i,0,8.818,8.8647,0.0467,0.583,-9.0124,5.8554,<pad>,0.106756,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,eat,ː,1,8.8647,8.9113,0.0467,0.583,-0.0002,0.0,<pad>,0.070627,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,eat,t,2,8.9113,8.958,0.0467,0.778,-6.7109,6.7089,<pad>,0.005169,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,v,0,9.038,9.0926,0.0546,0.781,-0.0999,0.0,v,0.174187,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,ɛ,1,9.0926,9.1473,0.0546,0.683,-5.2645,5.1889,<pad>,0.133632,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,d,2,9.1473,9.2019,0.0546,1.093,-9.6079,9.6061,<pad>,0.0372,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,ʒ,3,9.2019,9.2565,0.0546,0.683,-10.2566,5.8946,<pad>,0.070464,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,ɪ,4,9.2565,9.3112,0.0546,0.683,-4.9395,3.0506,<pad>,0.045748,substitution,0.805,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,ɾ,5,9.3112,9.3658,0.0546,0.683,-10.7938,10.7933,<pad>,0.115251,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,ə,6,9.3658,9.4205,0.0546,0.911,-8.5497,5.1704,<pad>,0.085519,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,b,7,9.4205,9.4751,0.0546,1.093,-11.0044,8.9724,<pad>,0.078195,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,ə,8,9.4751,9.5297,0.0546,0.911,-15.5088,15.5087,<pad>,0.110197,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,l,9,9.5297,9.5844,0.0546,0.911,-12.8695,12.8695,<pad>,0.061423,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,vegetables,z,10,9.5844,9.639,0.0546,0.683,-14.0528,8.875,<pad>,0.03167,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,ɹ,0,9.759,9.8212,0.0622,0.778,-8.5874,3.3495,<pad>,0.179778,substitution,0.835,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,ɛ,1,9.8212,9.8834,0.0622,0.778,-14.6879,14.6878,<pad>,0.06299,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,ɡ,2,9.8834,9.9457,0.0622,1.244,-7.278,3.9714,<pad>,0.095214,substitution,0.897,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,j,3,9.9457,10.0079,0.0622,1.244,-6.1764,4.3442,<pad>,0.118073,substitution,0.934,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,ʊ,4,10.0079,10.0701,0.0622,0.778,-14.6075,12.553,<pad>,0.11355,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,l,5,10.0701,10.1323,0.0622,1.037,-10.7928,8.2336,<pad>,0.073864,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,ɚ,6,10.1323,10.1946,0.0622,0.778,-11.149,11.0593,<pad>,0.05515,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,l,7,10.1946,10.2568,0.0622,1.037,-7.992,4.6791,<pad>,0.0587,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,regularly.,i,8,10.2568,10.319,0.0622,0.778,-12.251,12.251,<pad>,0.018396,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,Many,m,0,11.44,11.5,0.06,0.857,-8.4314,1.9908,<pad>,0.176351,distortion,0.55,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,Many,ɛ,1,11.5,11.56,0.06,0.75,-12.7489,12.7478,<pad>,0.093818,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,Many,n,2,11.56,11.62,0.06,1.0,-5.9523,1.3346,<pad>,0.086008,distortion,0.55,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,Many,i,3,11.62,11.68,0.06,0.75,-11.9446,11.9446,<pad>,0.118351,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,p,0,11.74,11.7943,0.0543,0.905,-5.3788,0.6115,<pad>,0.186027,correct,0.797,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,i,1,11.7943,11.8486,0.0543,0.679,-9.1256,4.8649,<pad>,0.172552,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,ː,2,11.8486,11.9029,0.0543,0.679,-0.0001,0.0,<pad>,0.01352,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,p,3,11.9029,11.9571,0.0543,0.905,-10.9299,10.9298,<pad>,0.072445,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,ə,4,11.9571,12.0114,0.0543,0.905,-8.9139,5.1343,<pad>,0.105831,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,l,5,12.0114,12.0657,0.0543,0.905,-7.1308,3.9496,<pad>,0.08269,substitution,0.895,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,people's,z,6,12.0657,12.12,0.0543,0.679,-11.9392,11.8985,<pad>,0.025123,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,thinks,θ,0,12.201,12.257,0.056,0.622,-6.8444,3.6938,<pad>,0.056335,substitution,0.869,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,thinks,ɪ,1,12.257,12.313,0.056,0.7,-6.1046,1.9152,<pad>,0.124224,distortion,0.55,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,thinks,ŋ,2,12.313,12.369,0.056,0.8,-14.0546,14.0546,<pad>,0.06339,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,thinks,k,3,12.369,12.425,0.056,0.8,-12.1577,12.1576,<pad>,0.050068,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,thinks,s,4,12.425,12.481,0.056,0.56,-8.9517,7.8424,ŋ,0.021023,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,that,ð,0,12.561,12.621,0.06,1.0,-6.2218,1.0811,<pad>,0.167931,distortion,0.55,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,that,æ,1,12.621,12.681,0.06,0.667,-12.2769,12.2729,<pad>,0.095536,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,that,t,2,12.681,12.741,0.06,1.0,-2.8253,1.0411,<pad>,0.003361,distortion,0.55,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,s,0,12.821,12.8753,0.0543,0.543,-8.912,8.9109,<pad>,0.022069,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,l,1,12.8753,12.9296,0.0543,0.905,-3.5786,0.3289,<pad>,0.08416,correct,0.868,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,i,2,12.9296,12.9839,0.0543,0.679,-8.1181,3.3611,<pad>,0.117174,substitution,0.836,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,ː,3,12.9839,13.0381,0.0543,0.679,-0.0001,0.0,<pad>,0.013988,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,p,4,13.0381,13.0924,0.0543,0.905,-10.6493,10.6492,<pad>,0.083104,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,ɪ,5,13.0924,13.1467,0.0543,0.679,-13.7612,8.47,<pad>,0.067598,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,sleeping,ŋ,6,13.1467,13.201,0.0543,0.776,-10.5723,7.0356,ɪ,0.040777,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,5,f,0,13.281,13.3262,0.0452,0.503,-5.6738,2.772,<pad>,0.024136,distortion,0.577,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,5,a,1,13.3262,13.3715,0.0452,0.566,-12.1494,12.1493,<pad>,0.178188,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,5,ɪ,2,13.3715,13.4168,0.0452,0.566,-13.1919,8.3376,<pad>,0.137479,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,5,v,3,13.4168,13.462,0.0452,0.646,-16.8186,16.8186,<pad>,0.109468,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,hours,a,0,13.542,13.607,0.065,0.812,-12.574,10.0825,<pad>,0.009029,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,hours,ʊ,1,13.607,13.672,0.065,0.812,-14.1612,14.1608,<pad>,0.021314,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,hours,ɚ,2,13.672,13.737,0.065,0.812,-9.1691,6.4127,<pad>,0.148941,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,hours,z,3,13.737,13.802,0.065,0.812,-11.9691,11.9093,<pad>,0.096175,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,is,ɪ,0,13.862,13.912,0.05,0.625,-10.093,10.0921,<pad>,0.070311,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,is,z,1,13.912,13.962,0.05,0.625,-0.0541,0.0,z,0.044984,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,enough,ɪ,0,14.042,14.112,0.07,0.875,-13.5582,10.5617,<pad>,0.085066,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,enough,n,1,14.112,14.182,0.07,1.167,-10.6787,8.519,<pad>,0.066106,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,enough,ʌ,2,14.182,14.252,0.07,1.0,-14.5795,14.5795,<pad>,0.055581,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,enough,f,3,14.252,14.322,0.07,0.778,-11.4029,11.4028,<pad>,0.009247,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,but,b,0,14.662,14.7157,0.0537,1.073,-0.2191,0.0,b,0.165309,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,but,ʌ,1,14.7157,14.7693,0.0537,0.767,-6.1709,2.1967,<pad>,0.122721,distortion,0.52,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,but,t,2,14.7693,14.823,0.0537,0.894,-4.9123,4.8967,<pad>,0.052507,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,it,ɪ,0,14.863,14.893,0.03,0.375,-9.1224,9.1196,<pad>,0.031021,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,it,t,1,14.893,14.923,0.03,0.5,-4.9976,4.9886,<pad>,0.014805,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,is,ɪ,0,15.003,15.053,0.05,0.625,-9.9137,9.2122,<pad>,0.050746,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,is,z,1,15.053,15.103,0.05,0.625,-4.3542,1.1759,<pad>,0.035831,distortion,0.55,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,not.,n,0,15.163,15.218,0.055,0.917,-9.6404,4.9446,<pad>,0.097375,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,not.,ɑ,1,15.218,15.273,0.055,0.687,-17.4068,17.4068,<pad>,0.051697,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,not.,ː,2,15.273,15.328,0.055,0.687,-0.0,0.0,<pad>,0.014364,correct,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,not.,t,3,15.328,15.383,0.055,0.917,-7.0401,7.0381,<pad>,0.001375,substitution,0.95,rule_based_v1
00a91b1d135d4f6fb148a7b1afecc716.wav,If,ɪ,0,16.544,16.584,0.04,0.5,-11.5467,11.5465,<pad>,0.018817,substitution,0.95,rule_based_v1
